,Sale Date,Sale Price,Location,Year Built,Garden,Garage,Type,Style,Bedrooms,Bathrooms,First Time Buyer
251,Sold 2022-08-21,"€519,877.00",Brookville,2020,Yes,Yes, Detached, 2-Storey,3,2,Yes
252,Sold 2022-08-21,"€594,748.00",Brookville,2017,Yes,Yes, Detached, 1-Storey,3,2,Yes
253,Sold 2022-08-21,"€785,035.00",Brookville,2013,Yes,Yes, Det., 2-Storey,3,2,No
254,Sold 2022-08-21,"€327,297.00",Summerston,1952,Yes,No, Terraced, 1-Storey,4,2,No
255,Sold 2022-08-21,"€320,461.00",Oak Park,1961,Yes,No, Det., 1-Storey,2,1,No
256,Sold 2022-08-21,"€361,809.00",Oak Park,1973,Yes,Yes, Detached, 1-Storey,3,1,Yes
257,Sold 2022-08-21,"€566,018.00",Oak Park,1973,Yes,Yes, Detached, 1-Storey,3,1,No
258,Sold 2022-08-21,"€248,356.00",Summerston,1979,Yes,No, Bungalow, 1-Storey,3,1,Yes
259,Sold 2022-08-21,"€378,139.00",Summerston,1912,Yes,No, Duplex, 1-Storey,4,2,Yes
260,Sold 2022-09-17,"€ 591,694",Brookville,2014,Yes,Yes, Detached, 1-Storey,3,2,No
261,Sold 2022-09-17,"€599,373.00",Brookville,2013,Yes,Yes, Detached, 2-Storey,3,2,No
262,Sold 2022-09-17,"€411,567.00",Summerston,2012,Yes,No, Detached, 1-Storey,2,1,Yes
263,Sold 2022-09-17,"€294,886.00",Summerston,1974,Yes,Yes, Detached, 1-Storey,3,1,No
264,Sold 2022-09-17,"€297,789.00",Summerston,1966,???,Yes, Detached, 1-Storey,3,1,No
265,Sold 2022-09-17,"€301,112.00",Summerston,1967,Yes,No, Duplex, 1-Storey,4,2,No
266,Sold 2022-09-17,"€312,126.00",Summerston,1963,Yes,Yes, Detached, 1-Storey,2,1,NO
267,Sold 2022-09-17,"€618,206.00",Brookville,2014,Yes,Yes, Detached, 1-Storey,3,2,No
268,Sold 2022-09-17,"€491,482.00",Brookville,2016,Yes,No, Detached, 2-Storey,3,2,No
269,Sold 2022-09-17,"€295,001.00",Oak Park,1965,Yes,Yes, Detached, 1-Storey,3,1,No
270,Sold 2022-09-17,"€361,488.00",Oak Park,1974,Yes,Yes, Detached, 1-Storey,3,1,No
271,Sold 2022-09-17,"€327,759.00",Oak Park,1971,Yes,Yes, Detached, 1-Storey,3,1,No
272,Sold 2022-09-17,"€380,912.00",Brookville,1990,Yes,???, Detached, 1.5-Storey,3,1,No
273,Sold 2022-09-17,"€420,220.00",Rivermount,1940,Yes,Yes, Detached, 2-Storey,3,2,No
274,Sold 2022-09-17,"€401,407.00",Avoca,2015,???,No, End-of-Terrace, 2-Storey,2,2,No
275,Sold 2022-09-17,"€368,174.00",Oak Park,1974,Yes,No, Detached, 1-Storey,2,1,Yes
276,Sold 2022-09-17,"€279,395.00",Oak Park,1978,Yes,No, Bungalow, 1-Storey,3,1,No
277,Sold 2022-09-17,"€ 327,853",Oak Park,1973,Yes,No, Detached, 1-Storey,3,1,No
278,Sold 2022-09-17,"€333,746.00",Oak Park,1960,Yes,No, Detached, 1-Storey,3,1,No
279,Sold 2022-09-17,"€361,500.00",Oak Park,1975,Yes,Yes, Detached, 2-Storey,4,1,No
280,Sold 2022-10-19,"€433,314.00",Oak Park,1967,Yes,Yes, Detached, 1.5-Storey,3,1,No
281,Sold 2022-10-19,"€511,591.00",Avoca,2005,Yes,Yes, Detached, 2-Storey,3,2,No
282,Sold 2022-10-19,"€320,896.00",Brookville,1978,Yes,No, Detached, 1-Storey,3,1,No
283,Sold 2022-10-19,"€466,070.00",Avoca,2007,Yes,Yes, Detached, 1-Storey,4,2,NO
284,Sold 2022-10-19,"€500,408.00",Brookville,2017,Yes,No, Detached, 2-Storey,3,2,No
285,Sold 2022-10-19,"€516,255.00",Avoca,2006,Yes,Yes, Detached, 2-Storey,3,2,No
286,Sold 2022-10-19,"€ 474,182",Oak Park,1977,Yes,No, Det., 1.5-Storey,3,2,YES
287,Sold 2022-10-19,"€ 394,446",Oak Park,1975,Yes,Yes, Detached, 1-Storey,3,1,No
288,Sold 2022-10-19,"€661,295.00",Porter Square,Unknown,Yes,Yes, Detached, 1-Storey,3,2,No
289,Sold 2022-10-19,"€426,063.00",Oak Park,1970,Yes,No, Detached, 1-Storey,3,1,NO
290,Sold 2022-10-19,"€653,302.00",Oak Park,1972,Yes,No, Detached, 1-Storey,4,2,No
291,Sold 2022-10-19,"€369,164.00",Oak Park,1977,Yes,No, Duplex, 1-Storey,5,2,Yes
292,Sold 2022-10-19,"€389,706.00",Brookville,1989,Yes,Yes, Detached, 1.5-Storey,3,2,Yes
293,Sold 2022-10-19,"€407,052.00",Brookville,2009,Yes,Yes, Detached, 1-Storey,3,1,No
294,Sold 2022-10-19,"€337,912.00",Rivermount,1966,Yes,Yes, Detached, 1-Storey,4,2,Yes
295,Sold 2022-10-19,"€506,347.00",Rivermount,2013,Yes,Yes, Detached, 1-Storey,3,2,No
296,Sold 2022-10-19,"€263,866.00",Rivermount,1928,Yes,Yes, Bungalow, 1-Storey,2,1,No
297,Sold 2022-10-19,"€ 243,646",Rivermount,Unknown,No,Yes, Bungalow, 1-Storey,2,1,No
298,Sold 2022-10-19,"€252,733.00",Rivermount,1917,No,No, Bungalow, 1-Storey,3,1,Yes
299,Sold 2022-10-19,"€276,617.00",Rivermount,1946,Yes,Yes, Bungalow, 1-Storey,2,1,Yes
300,Sold 2022-12-11,"€701,263.00",Rivermount,1889,Yes,No, Detached, 2-Storey,4,1,No
301,Sold 2022-12-11,"€361,841.00",Broomhouse,1970,Yes,Yes, Detached, 1.5-Storey,3,1,Yes
302,Sold 2022-12-11,"€422,109.00",Broomhouse,1972,Yes,Yes, Detached, 1-Storey,3,1,No
303,Sold 2022-12-11,"€403,626.00",Oak Park,1975,Yes,Yes, Detached, 1-Storey,3,2,No
304,Sold 2022-12-11,"€252,206.00",Rivermount,1929,No,Yes, Bungalow, 1-Storey,3,1,No
305,Sold 2022-12-11,"€311,491.00",Rivermount,1884,Yes,No, Detached, 2-Storey,4,2,No
306,Sold 2022-12-11,"€320,707.00",Rivermount,1896,Yes,Yes, Detached, 1-Storey,2,1,No
307,Sold 2022-12-11,"€432,143.00",Oak Park,1974,Yes,No, Detached, 1.5-Storey,3,1,No
308,Sold 2022-12-11,"€381,007.00",Oak Park,1977,Yes,Yes, Detached, 1-Storey,2,1,Yes
309,Sold 2022-12-11,"€320,237.00",Brookville,2005,Yes,No, Semi-Detached, 1-Storey,1,1,No
310,Sold 2022-12-11,"€617,883.00",Brookville,2011,Yes,Yes, Detached, 2-Storey,3,2,Yes
311,Sold 2022-12-11,"€572,077.00",Brookville,2014,Yes,Yes, Detached, 1-Storey,3,2,No
312,Sold 2022-12-11,"€ 708,620",Brookville,2016,Yes,No, Detached, 2-Storey,3,2,No
