,Sale Date,Sale Price,Location,Year Built,Garden,Garage,Type,Style,Bedrooms,Bathrooms,First Time Buyer
251,Sold 2023-07-27,"€531,470.00",Oak Park,1981,Yes,No, Duplex, 2-Storey,5,2,NO
252,Sold 2023-07-27,"€286,794.00",Summerston,1953,Yes,No, Detached, 1-Storey,2,1,No
253,Sold 2023-07-27,"€343,872.00",Brookville,1984,Yes,Yes, Detached, 1-Storey,3,1,No
254,Sold 2023-07-27,"€356,822.00",Summerston,1978,Yes,No, Detached, 1-Storey,2,1,Yes
255,Sold 2023-07-27,"€348,123.00",Rivermount,1928,Yes,Yes, Detached, 1-Storey,3,2,No
256,Sold 2023-07-27,"€ 520,513",Avoca,2017,Yes,No, End-of-Terrace, 1-Storey,1,2,Yes
257,Sold 2023-07-27,"€277,857.00",Oak Park,1974,Yes,Yes, Bungalow, 1-Storey,2,1,No
258,Sold 2023-07-27,"€317,400.00",Brookville,1990,Yes,No, Detached, 1-Storey,3,2,Yes
259,Sold 2023-07-27,"€576,346.00",Brookville,2016,Yes,Yes, Detached, 1-Storey,3,2,Yes
260,Sold 2023-08-24,"€385,796.00",Oak Park,1982,Yes,Yes, Detached, 1-Storey,3,1,No
261,Sold 2023-08-24,"€529,403.00",Brookville,2015,Yes,Yes, Detached, 2-Storey,2,2,No
262,Sold 2023-08-24,"€579,351.00",Brookville,2014,Yes,Yes, Det., 1-Storey,4,2,Yes
263,Sold 2023-08-24,"€448,527.00",Oak Park,1959,Yes,Yes, Detached, 1-Storey,2,1,No
264,Sold 2023-08-24,"€503,315.00",Brookville,2016,Yes,Yes, Detached, 1-Storey,3,2,Yes
265,Sold 2023-08-24,"€358,804.00",Brookville,2007,Yes,Yes, Detached, 1-Storey,3,1,No
266,Sold 2023-08-24,"€411,905.00",Oak Park,1976,Yes,Yes, Detached, 1.5-Storey,3,1,No
267,Sold 2023-08-24,"€622,778.00",Brookville,2009,Yes,Yes, Detached, 2-Storey,3,2,Yes
268,Sold 2023-08-24,"€485,119.00",Brookville,2017,Yes,???, Detached, 2-Storey,3,2,Yes
269,Sold 2023-08-24,"€554,129.00",Brookville,2009,Yes,No, Det., 1-Storey,3,3,No
270,Sold 2023-08-24,"€380,375.00",Brookville,2020,Yes,No, Semi-Detached, 1-Storey,1,2,No
271,Sold 2023-08-24,"€314,956.00",Brookville,1984,Yes,No, Detached, 1-Storey,2,1,No
272,Sold 2023-08-24,"€313,164.00",Oak Park,1986,Yes,???, Duplex, 2-Storey,4,2,No
273,Sold 2023-08-24,"€ 420,047",Oak Park,1972,Yes,No, Detached, 1-Storey,3,1,No
274,Sold 2023-08-24,"€348,250.00",Rivermount,1958,Yes,Yes, Detached, 2-Storey,3,1,No
275,Sold 2023-08-24,"€ 359,040",Broomhouse,1974,Yes,Yes, Detached, 1-Storey,3,1,No
276,Sold 2023-08-24,"€342,545.00",Oak Park,1961,Yes,???, Detached, 1-Storey,3,1,No
277,Sold 2023-08-24,"€319,509.00",Rivermount,1902,Yes,Yes, Detached, 1-Storey,2,1,No
278,Sold 2023-08-24,"€348,875.00",Rivermount,1964,Yes,Yes, Detached, 2-Storey,3,1,No
279,Sold 2023-08-24,"€226,553.00",Rivermount,1941,Yes,???, Bungalow, 1-Storey,3,2,Yes
280,Sold 2023-09-18,"€ 316,386",Rivermount,1971,Yes,No, Duplex, 2-Storey,4,2,Yes
281,Sold 2023-09-18,"€322,803.00",Oak Park,1962,Yes,Yes, Detached, 1-Storey,3,1,No
282,Sold 2023-09-18,"€328,749.00",Oak Park,1983,Yes,No, Duplex, 2-Storey,4,2,No
283,Sold 2023-09-18,"€508,586.00",Brookville,2011,Yes,???, Detached, 1-Storey,3,2,No
284,Sold 2023-09-18,"€519,692.00",Brookville,2006,Yes,Yes, Detached, 1-Storey,3,3,No
285,Sold 2023-09-18,"€323,565.00",Brookville,1986,Yes,No, Detached, 1-Storey,3,1,No
286,Sold 2023-09-18,"€390,975.00",Brookville,1989,Yes,Yes, Detached, 1-Storey,3,2,No
287,Sold 2023-09-18,"€533,954.00",Brookville,2007,Yes,Yes, Detached, 2-Storey,3,2,No
288,Sold 2023-09-18,"€313,254.00",Oak Park,1986,Yes,No, Duplex, 2-Storey,4,2,Yes
289,Sold 2023-09-18,"€814,848.00",Brookville,2019,Yes,???, Detached, 1-Storey,3,2,No
290,Sold 2023-09-18,"€626,788.00",Brookville,2014,Yes,No, Detached, 1-Storey,2,2,No
291,Sold 2023-09-18,"€442,212.00",Avoca,2011,Yes,Yes, Detached, 1-Storey,3,2,NO
292,Sold 2023-09-18,"€776,267.00",Avoca,2015,Yes,No, Detached, 1-Storey,3,2,Yes
293,Sold 2023-09-18,"€1,054,712.00",Avoca,2018,Yes,Yes, Detached, 1-Storey,3,2,No
294,Sold 2023-09-18,"€435,759.00",Porter Square,2016,Yes,Yes, Detached, 1-Storey,2,2,No
295,Sold 2023-09-18,"€273,932.00",Summerston,Unknown,Yes,???, Detached, 2-Storey,4,1,YES
296,Sold 2023-09-18,"€261,433.00",Summerston,1952,Yes,Yes, Detached, 2-Storey,4,1,Yes
297,Sold 2023-09-18,"€486,195.00",Porter Square,2017,Yes,Yes, Semi-Detached, 2-Storey,2,2,No
298,Sold 2023-09-18,"€436,576.00",Porter Square,2016,Yes,No, Detached, 1-Storey,2,2,Yes
299,Sold 2023-09-18,"€332,347.00",Beacon Hill,1923,Yes,Yes, Detached, 1-Storey,3,1,NO
300,Sold 2023-10-14,"€520,711.00",Oak Park,1979,Yes,Yes, Detached, 2-Storey,5,1,Yes
301,Sold 2023-10-14,"€398,055.00",Oak Park,1966,Yes,Yes, Detached, 1-Storey,3,1,Yes
302,Sold 2023-10-14,"€437,695.00",Oak Park,1965,Yes,Yes, Detached, 1-Storey,3,1,NO
303,Sold 2023-10-14,"€265,528.00",Rivermount,1932,Yes,Yes, Bungalow, 1-Storey,2,1,No
304,Sold 2023-10-14,"€200,912.00",Rivermount,1963,Yes,No, Bungalow, 1-Storey,2,2,No
305,Sold 2023-10-14,"€411,512.00",Rivermount,c1941,Yes,Yes, Detached, 2-Storey,3,2,NO
306,Sold 2023-10-14,"€545,630.00",Beacon Hill,1937,Yes,No, Detached, 1-Storey,3,2,No
307,Sold 2023-10-14,"€319,029.00",Beacon Hill,1968,Yes,No, Detached, 1-Storey,2,1,No
308,Sold 2023-10-14,"€581,167.00",Porter Square,2013,Yes,No, Detached, 2-Storey,3,2,No
309,Sold 2023-10-14,"€371,410.00",Brookville,1989,Yes,Yes, Det., 1-Storey,3,1,No
310,Sold 2023-10-14,"€649,617.00",Porter Square,2018,Yes,Yes, Detached, 2-Storey,2,2,No
311,Sold 2023-10-14,"€326,755.00",Oak Park,1971,Yes,No, Detached, 1-Storey,2,1,Yes
312,Sold 2023-10-14,"€265,212.00",Summerston,1951,Yes,Yes, Bungalow, 1-Storey,2,1,No
313,Sold 2023-10-14,"€545,628.00",Oak Park,1977,Yes,???, Detached, 2-Storey,3,2,Yes
314,Sold 2023-10-14,"€460,438.00",Broomhouse,1975,Yes,Yes, Detached, 1.5-Storey,3,2,No
315,Sold 2023-10-14,"€569,282.00",Brookville,2012,Yes,Yes, Detached, 1-Storey,3,2,Yes
316,Sold 2023-10-14,"€ 232,697",Rivermount,1966,Yes,No, Terraced, 1-Storey,3,2,NO
317,Sold 2023-10-14,"€265,216.00",Beacon Hill,1943,Yes,Yes, Bungalow, 1-Storey,2,1,No
318,Sold 2023-10-14,"€256,191.00",Oak Park,1954,Yes,No, Bungalow, 1-Storey,4,1,No
319,Sold 2023-10-14,"€248,444.00",Summerston,1951,Yes,Yes, Bungalow, 1-Storey,3,2,No
320,Sold 10 November 2023,"€292,593.00",Oak Park,Unknown,Yes,No, Detached, 1-Storey,2,1,NO
321,Sold 10 November 2023,"€388,083.00",Oak Park,1972,Yes,???, Detached, 1-Storey,3,1,Yes
322,Sold 10 November 2023,"€ 326,934",Summerston,1968,Yes,Yes, Detached, 1-Storey,3,1,Yes
323,Sold 10 November 2023,"€440,181.00",Rivermount,1894,Yes,Yes, Detached, 2-Storey,4,1,No
324,Sold 10 November 2023,"€570,464.00",Avoca,2011,Yes,Yes, Detached, 2-Storey,4,2,No
325,Sold 10 November 2023,"€ 501,653",Avoca,2014,Yes,No, Detached, 2-Storey,3,2,No
326,Sold 10 November 2023,"€897,566.00",Avoca,2018,Yes,No, Detached, 1-Storey,2,2,No
327,Sold 10 November 2023,"€296,655.00",Oak Park,1985,Yes,Yes, Detached, 1-Storey,3,1,NO
328,Sold 10 November 2023,"€400,802.00",Oak Park,1978,Yes,Yes, Detached, 1-Storey,3,1,No
329,Sold 10 November 2023,"€399,666.00",Porter Square,2020,Yes,Yes, Semi-Detached, 2-Storey,2,2,No
330,Sold 10 November 2023,"€ 714,416",Porter Square,2015,Yes,No, Detached, 2-Storey,4,2,No
331,Sold 10 November 2023,"€314,486.00",Oak Park,1965,Yes,No, Det., 1-Storey,3,1,No
332,Sold 10 November 2023,"€342,273.00",Brookville,2013,Yes,No, Semi-Detached, 1-Storey,1,1,Yes
333,Sold 10 November 2023,"€395,457.00",Brookville,2008,Yes,Yes, Detached, 1-Storey,3,1,No
334,Sold 10 November 2023,"€308,226.00",Oak Park,1982,Yes,Yes, Detached, 1-Storey,3,1,No
335,Sold 10 November 2023,"€709,983.00",Brookville,2013,Yes,Yes, Detached, 2-Storey,3,2,No
336,Sold 10 November 2023,"€486,939.00",Avoca,2011,Yes,No, Detached, 2-Storey,4,2,No
337,Sold 10 November 2023,"€531,313.00",Avoca,Unknown,Yes,???, Detached, 2-Storey,4,2,Yes
338,Sold 10 November 2023,"€ 469,174",Avoca,2004,Yes,Yes, Detached, 2-Storey,3,2,No
339,Sold 10 November 2023,"€151,841.00",Broomhouse,1977,Yes,Yes, Bungalow, 1-Storey,3,1,Yes
340,Sold 2023-12-20,"€656,406.00",Avoca,Unknown,Yes,Yes, Detached, 2-Storey,3,2,No
341,Sold 2023-12-20,"€643,722.00",Avoca,Unknown,Yes,Yes, Det., 2-Storey,4,2,No
342,Sold 2023-12-20,"€687,621.00",Avoca,2018,Yes,No, Semi-Detached, 1-Storey,2,2,No
343,Sold 2023-12-20,"€505,525.00",Avoca,2011,Yes,Yes, Detached, 2-Storey,3,2,Yes
344,Sold 2023-12-20,"€271,888.00",Rivermount,1904,Yes,No, Detached, 2-Storey,4,2,No
345,Sold 2023-12-20,"€ 488,407",Avoca,2010,Yes,No, Detached, 2-Storey,3,2,No
346,Sold 2023-12-20,"€452,673.00",Avoca,2005,Yes,Yes, Detached, 2-Storey,3,2,No
347,Sold 2023-12-20,"€462,645.00",Avoca,2011,Yes,Yes, Detached, 2-Storey,3,2,No
348,Sold 2023-12-20,"€790,807.00",Avoca,2015,Yes,Yes, Detached, 2-Storey,4,2,No
349,Sold 2023-12-20,"€173,862.00",Rivermount,1933,Yes,Yes, Bungalow, 1-Storey,2,1,Yes
350,Sold 2023-12-20,"€411,099.00",Oak Park,1972,Yes,Yes, Detached, 1-Storey,3,2,No
351,Sold 2023-12-20,"€228,377.00",Rivermount,1950,Yes,No, Bungalow, 1-Storey,2,1,Yes
352,Sold 2023-12-20,"€292,944.00",Rivermount,c1938,Yes,Yes, Detached, 1-Storey,3,1,Yes
353,Sold 2023-12-20,"€370,992.00",Rivermount,1939,Yes,Yes, Detached, 2-Storey,3,3,No
354,Sold 2023-12-20,"€204,534.00",Beacon Hill,1952,Yes,No, Bungalow, 1-Storey,2,1,No
